,location_name,datetimeUtc,O3,pm25,No2,unit,AQI_O3,AQI_PM25,AQI_NO2,AQI
1583,Sofienbergparken,2024-05-15 05:00:00+00:00,1.9,-1.0,8.5,µg/m³,1.0,,8.0,8.0
1584,Sofienbergparken,2024-05-15 06:00:00+00:00,130.0,-1.0,56.0,µg/m³,70.0,,53.0,70.0
1585,Sofienbergparken,2024-05-15 07:00:00+00:00,33.0,-1.0,39.0,µg/m³,14.0,,37.0,37.0
1586,Sofienbergparken,2024-05-15 08:00:00+00:00,32.0,8.6,37.0,µg/m³,14.0,36.0,35.0,36.0
1587,Sofienbergparken,2024-05-15 09:00:00+00:00,59.0,6.3,27.0,µg/m³,26.0,26.0,25.0,26.0
1588,Sofienbergparken,2024-05-15 10:00:00+00:00,85.0,7.4,13.0,µg/m³,37.0,31.0,12.0,37.0
1589,Sofienbergparken,2024-05-15 11:00:00+00:00,98.0,7.1,6.2,µg/m³,42.0,30.0,6.0,42.0
1590,Sofienbergparken,2024-05-15 12:00:00+00:00,98.0,4.5,6.9,µg/m³,42.0,19.0,7.0,42.0
1591,Sofienbergparken,2024-05-15 13:00:00+00:00,91.0,5.2,14.0,µg/m³,39.0,22.0,13.0,39.0
1592,Sofienbergparken,2024-05-15 14:00:00+00:00,92.0,1.9,11.0,µg/m³,40.0,8.0,10.0,40.0
1593,Sofienbergparken,2024-05-15 15:00:00+00:00,94.0,8.1,8.1,µg/m³,41.0,34.0,8.0,41.0
1594,Sofienbergparken,2024-05-15 16:00:00+00:00,96.0,7.7,6.0,µg/m³,42.0,32.0,6.0,42.0
1595,Sofienbergparken,2024-05-15 17:00:00+00:00,97.0,5.9,6.0,µg/m³,42.0,25.0,6.0,42.0
1596,Sofienbergparken,2024-05-15 18:00:00+00:00,68.0,5.9,8.0,µg/m³,29.0,25.0,8.0,29.0
1597,Sofienbergparken,2024-05-15 19:00:00+00:00,0.35,0.0,8.2,µg/m³,0.0,0.0,8.0,8.0
1598,Sofienbergparken,2024-05-15 20:00:00+00:00,0.42,-1.0,12.0,µg/m³,0.0,,11.0,11.0
1599,Sofienbergparken,2024-05-15 21:00:00+00:00,0.61,0.0,20.0,µg/m³,0.0,0.0,19.0,19.0
1600,Sofienbergparken,2024-05-15 22:00:00+00:00,0.38,0.0,24.0,µg/m³,0.0,0.0,23.0,23.0
1601,Sofienbergparken,2024-05-15 23:00:00+00:00,0.55,0.0,12.0,µg/m³,0.0,0.0,11.0,11.0
1602,Sofienbergparken,2024-05-16 00:00:00+00:00,0.33,0.0,8.2,µg/m³,0.0,0.0,8.0,8.0
1603,Sofienbergparken,2024-05-16 01:00:00+00:00,0.35,0.0,6.0,µg/m³,0.0,0.0,6.0,6.0
1604,Sofienbergparken,2024-05-16 02:00:00+00:00,0.45,0.0,5.8,µg/m³,0.0,0.0,5.0,5.0
1605,Sofienbergparken,2024-05-16 03:00:00+00:00,0.38,0.0,5.6,µg/m³,0.0,0.0,5.0,5.0
1606,Sofienbergparken,2024-05-16 04:00:00+00:00,0.31,0.0,8.4,µg/m³,0.0,0.0,8.0,8.0
1607,Sofienbergparken,2024-05-16 05:00:00+00:00,0.14,0.0,9.9,µg/m³,0.0,0.0,9.0,9.0
1608,Sofienbergparken,2024-05-16 06:00:00+00:00,0.39,0.0,21.0,µg/m³,0.0,0.0,20.0,20.0
1609,Sofienbergparken,2024-05-16 07:00:00+00:00,0.41,-1.0,20.0,µg/m³,0.0,,19.0,19.0
1610,Sofienbergparken,2024-05-16 08:00:00+00:00,66.0,-1.0,6.2,µg/m³,29.0,,6.0,29.0
1611,Sofienbergparken,2024-05-16 09:00:00+00:00,90.0,-1.0,12.0,µg/m³,39.0,,11.0,39.0
1612,Sofienbergparken,2024-05-16 10:00:00+00:00,95.0,4.2,7.8,µg/m³,41.0,18.0,7.0,41.0
1613,Sofienbergparken,2024-05-16 11:00:00+00:00,94.0,7.8,3.7,µg/m³,41.0,32.0,3.0,41.0
1614,Sofienbergparken,2024-05-16 12:00:00+00:00,94.0,4.3,2.7,µg/m³,41.0,18.0,3.0,41.0
1615,Sofienbergparken,2024-05-16 13:00:00+00:00,97.0,7.4,3.0,µg/m³,42.0,31.0,3.0,42.0
1616,Sofienbergparken,2024-05-16 14:00:00+00:00,98.0,5.1,3.4,µg/m³,42.0,21.0,3.0,42.0
1617,Sofienbergparken,2024-05-16 15:00:00+00:00,100.0,5.0,3.0,µg/m³,43.0,21.0,3.0,43.0
1618,Sofienbergparken,2024-05-16 16:00:00+00:00,100.0,6.5,3.1,µg/m³,43.0,27.0,3.0,43.0
1619,Sofienbergparken,2024-05-16 17:00:00+00:00,99.0,5.5,4.9,µg/m³,43.0,23.0,5.0,43.0
1620,Sofienbergparken,2024-05-16 18:00:00+00:00,97.0,3.8,3.5,µg/m³,42.0,16.0,3.0,42.0
1621,Sofienbergparken,2024-05-16 19:00:00+00:00,95.0,1.4,3.8,µg/m³,41.0,6.0,4.0,41.0
1622,Sofienbergparken,2024-05-16 20:00:00+00:00,76.0,11.0,20.0,µg/m³,33.0,46.0,19.0,46.0
1623,Sofienbergparken,2024-05-16 21:00:00+00:00,80.0,12.0,8.9,µg/m³,35.0,50.0,8.0,50.0
1624,Sofienbergparken,2024-05-16 22:00:00+00:00,85.0,6.9,6.9,µg/m³,37.0,29.0,7.0,37.0
1625,Sofienbergparken,2024-05-16 23:00:00+00:00,80.0,6.3,7.0,µg/m³,35.0,26.0,7.0,35.0
1626,Sofienbergparken,2024-05-17 00:00:00+00:00,77.0,8.5,5.8,µg/m³,33.0,35.0,5.0,35.0
1627,Sofienbergparken,2024-05-17 01:00:00+00:00,77.0,7.5,5.6,µg/m³,33.0,31.0,5.0,33.0
1628,Sofienbergparken,2024-05-17 02:00:00+00:00,75.0,8.5,3.0,µg/m³,32.0,35.0,3.0,35.0
1629,Sofienbergparken,2024-05-17 03:00:00+00:00,65.0,8.5,2.7,µg/m³,28.0,35.0,3.0,35.0
1630,Sofienbergparken,2024-05-17 04:00:00+00:00,63.0,6.2,3.5,µg/m³,27.0,26.0,3.0,27.0
1631,Sofienbergparken,2024-05-17 05:00:00+00:00,65.0,5.6,3.1,µg/m³,28.0,23.0,3.0,28.0
1632,Sofienbergparken,2024-05-17 06:00:00+00:00,62.0,5.6,4.2,µg/m³,27.0,23.0,4.0,27.0
1633,Sofienbergparken,2024-05-17 07:00:00+00:00,0.21,0.0,2.8,µg/m³,0.0,0.0,3.0,3.0
1634,Sofienbergparken,2024-05-17 08:00:00+00:00,0.049,-1.0,3.5,µg/m³,0.0,,3.0,3.0
1635,Sofienbergparken,2024-05-17 09:00:00+00:00,0.37,0.0,3.6,µg/m³,0.0,0.0,3.0,3.0
1636,Sofienbergparken,2024-05-17 10:00:00+00:00,0.27,0.0,2.4,µg/m³,0.0,0.0,2.0,2.0
1637,Sofienbergparken,2024-05-17 11:00:00+00:00,0.0074,0.0,2.9,µg/m³,0.0,0.0,3.0,3.0
1638,Sofienbergparken,2024-05-17 12:00:00+00:00,-0.018,0.0,2.0,µg/m³,,0.0,2.0,2.0
1639,Sofienbergparken,2024-05-17 13:00:00+00:00,0.017,-1.0,3.1,µg/m³,0.0,,3.0,3.0
1640,Sofienbergparken,2024-05-17 14:00:00+00:00,0.12,-1.0,4.0,µg/m³,0.0,,4.0,4.0
1641,Sofienbergparken,2024-05-17 15:00:00+00:00,0.24,-1.0,3.3,µg/m³,0.0,,3.0,3.0
1642,Sofienbergparken,2024-05-17 16:00:00+00:00,0.11,-1.0,2.4,µg/m³,0.0,,2.0,2.0
1643,Sofienbergparken,2024-05-17 17:00:00+00:00,-0.022,-1.0,2.5,µg/m³,,,2.0,2.0
1644,Sofienbergparken,2024-05-17 18:00:00+00:00,0.22,-1.0,5.8,µg/m³,0.0,,5.0,5.0
1645,Sofienbergparken,2024-05-17 19:00:00+00:00,0.12,-1.0,5.8,µg/m³,0.0,,5.0,5.0
1646,Sofienbergparken,2024-05-17 20:00:00+00:00,0.11,-1.0,8.6,µg/m³,0.0,,8.0,8.0
1647,Sofienbergparken,2024-05-17 21:00:00+00:00,0.02,-1.0,13.0,µg/m³,0.0,,12.0,12.0
1648,Sofienbergparken,2024-05-17 22:00:00+00:00,0.28,-1.0,14.0,µg/m³,0.0,,13.0,13.0
1649,Sofienbergparken,2024-05-17 23:00:00+00:00,0.022,-1.0,20.0,µg/m³,0.0,,19.0,19.0
1650,Sofienbergparken,2024-05-18 00:00:00+00:00,0.12,-1.0,8.9,µg/m³,0.0,,8.0,8.0
1651,Sofienbergparken,2024-05-18 01:00:00+00:00,0.29,-1.0,6.0,µg/m³,0.0,,6.0,6.0
1652,Sofienbergparken,2024-05-18 02:00:00+00:00,0.17,-1.0,7.6,µg/m³,0.0,,7.0,7.0
1653,Sofienbergparken,2024-05-18 03:00:00+00:00,0.14,-1.0,6.4,µg/m³,0.0,,6.0,6.0
1654,Sofienbergparken,2024-05-18 04:00:00+00:00,0.4,-1.0,5.0,µg/m³,0.0,,5.0,5.0
1655,Sofienbergparken,2024-05-18 05:00:00+00:00,0.23,-1.0,6.6,µg/m³,0.0,,6.0,6.0
1656,Sofienbergparken,2024-05-18 06:00:00+00:00,0.3,-1.0,6.1,µg/m³,0.0,,6.0,6.0
1657,Sofienbergparken,2024-05-18 07:00:00+00:00,0.41,-1.0,7.7,µg/m³,0.0,,7.0,7.0
1658,Sofienbergparken,2024-05-18 08:00:00+00:00,0.26,-1.0,26.0,µg/m³,0.0,,25.0,25.0
1659,Sofienbergparken,2024-05-18 09:00:00+00:00,0.3,-1.0,21.0,µg/m³,0.0,,20.0,20.0
1660,Sofienbergparken,2024-05-18 10:00:00+00:00,0.24,-1.0,17.0,µg/m³,0.0,,16.0,16.0
1661,Sofienbergparken,2024-05-18 11:00:00+00:00,0.15,-1.0,6.0,µg/m³,0.0,,6.0,6.0
1662,Sofienbergparken,2024-05-18 12:00:00+00:00,48.0,-1.0,2.4,µg/m³,21.0,,2.0,21.0
1663,Sofienbergparken,2024-05-18 13:00:00+00:00,110.0,-1.0,3.4,µg/m³,48.0,,3.0,48.0
1664,Sofienbergparken,2024-05-18 14:00:00+00:00,110.0,-1.0,2.5,µg/m³,48.0,,2.0,48.0
1665,Sofienbergparken,2024-05-18 15:00:00+00:00,110.0,12.0,3.0,µg/m³,48.0,50.0,3.0,50.0
1666,Sofienbergparken,2024-05-18 16:00:00+00:00,110.0,7.9,3.9,µg/m³,48.0,33.0,4.0,48.0
1667,Sofienbergparken,2024-05-18 17:00:00+00:00,110.0,12.0,3.6,µg/m³,48.0,50.0,3.0,50.0
1668,Sofienbergparken,2024-05-18 18:00:00+00:00,110.0,12.0,3.6,µg/m³,48.0,50.0,3.0,50.0
1669,Sofienbergparken,2024-05-18 19:00:00+00:00,110.0,17.0,4.5,µg/m³,48.0,61.0,4.0,61.0
1670,Sofienbergparken,2024-05-18 20:00:00+00:00,110.0,7.7,5.5,µg/m³,48.0,32.0,5.0,48.0
1671,Sofienbergparken,2024-05-18 21:00:00+00:00,99.0,7.8,7.1,µg/m³,43.0,32.0,7.0,43.0
1672,Sofienbergparken,2024-05-18 22:00:00+00:00,90.0,7.0,9.1,µg/m³,39.0,29.0,9.0,39.0
1673,Sofienbergparken,2024-05-18 23:00:00+00:00,69.0,11.0,15.0,µg/m³,30.0,46.0,14.0,46.0
1674,Sofienbergparken,2024-05-19 00:00:00+00:00,57.0,13.0,12.0,µg/m³,25.0,53.0,11.0,53.0
1675,Sofienbergparken,2024-05-19 01:00:00+00:00,59.0,10.0,7.7,µg/m³,26.0,42.0,7.0,42.0
1676,Sofienbergparken,2024-05-19 02:00:00+00:00,58.0,7.9,6.0,µg/m³,25.0,33.0,6.0,33.0
1677,Sofienbergparken,2024-05-19 03:00:00+00:00,55.0,10.0,5.3,µg/m³,24.0,42.0,5.0,42.0
1678,Sofienbergparken,2024-05-19 04:00:00+00:00,47.0,9.3,6.4,µg/m³,20.0,39.0,6.0,39.0
1679,Sofienbergparken,2024-05-19 05:00:00+00:00,48.0,11.0,6.6,µg/m³,21.0,46.0,6.0,46.0
1680,Sofienbergparken,2024-05-19 06:00:00+00:00,60.0,8.1,7.2,µg/m³,26.0,34.0,7.0,34.0
1681,Sofienbergparken,2024-05-19 07:00:00+00:00,80.0,12.0,9.0,µg/m³,35.0,50.0,8.0,50.0
1682,Sofienbergparken,2024-05-19 08:00:00+00:00,87.0,12.0,4.4,µg/m³,38.0,50.0,4.0,50.0
1683,Sofienbergparken,2024-05-19 09:00:00+00:00,87.0,13.0,8.3,µg/m³,38.0,53.0,8.0,53.0
1684,Sofienbergparken,2024-05-19 10:00:00+00:00,95.0,8.9,4.1,µg/m³,41.0,37.0,4.0,41.0
1685,Sofienbergparken,2024-05-19 11:00:00+00:00,110.0,5.4,3.3,µg/m³,48.0,23.0,3.0,48.0
1686,Sofienbergparken,2024-05-19 12:00:00+00:00,110.0,7.9,2.2,µg/m³,48.0,33.0,2.0,48.0
1687,Sofienbergparken,2024-05-19 13:00:00+00:00,110.0,8.2,2.2,µg/m³,48.0,34.0,2.0,48.0
1688,Sofienbergparken,2024-05-19 14:00:00+00:00,110.0,6.6,4.3,µg/m³,48.0,28.0,4.0,48.0
1689,Sofienbergparken,2024-05-19 15:00:00+00:00,110.0,11.0,6.2,µg/m³,48.0,46.0,6.0,48.0
1690,Sofienbergparken,2024-05-19 16:00:00+00:00,110.0,11.0,4.5,µg/m³,48.0,46.0,4.0,48.0
1691,Sofienbergparken,2024-05-19 17:00:00+00:00,110.0,15.0,4.2,µg/m³,48.0,57.0,4.0,57.0
1692,Sofienbergparken,2024-05-19 18:00:00+00:00,110.0,9.8,5.3,µg/m³,48.0,41.0,5.0,48.0
1693,Sofienbergparken,2024-05-19 19:00:00+00:00,110.0,11.0,9.7,µg/m³,48.0,46.0,9.0,48.0
1694,Sofienbergparken,2024-05-19 20:00:00+00:00,87.0,5.5,7.0,µg/m³,38.0,23.0,7.0,38.0
1695,Sofienbergparken,2024-05-19 21:00:00+00:00,73.0,0.92,3.1,µg/m³,32.0,4.0,3.0,32.0
1696,Sofienbergparken,2024-05-19 22:00:00+00:00,78.0,3.3,1.9,µg/m³,34.0,14.0,2.0,34.0
1697,Sofienbergparken,2024-05-19 23:00:00+00:00,82.0,1.6,1.1,µg/m³,35.0,7.0,1.0,35.0
1698,Sofienbergparken,2024-05-20 00:00:00+00:00,84.0,1.5,1.0,µg/m³,36.0,6.0,1.0,36.0
1699,Sofienbergparken,2024-05-20 01:00:00+00:00,85.0,1.3,0.8,µg/m³,37.0,5.0,1.0,37.0
1700,Sofienbergparken,2024-05-20 02:00:00+00:00,84.0,1.6,0.62,µg/m³,36.0,7.0,1.0,36.0
1701,Sofienbergparken,2024-05-20 03:00:00+00:00,82.0,2.8,0.67,µg/m³,35.0,12.0,1.0,35.0
1702,Sofienbergparken,2024-05-20 04:00:00+00:00,81.0,3.2,0.57,µg/m³,35.0,13.0,1.0,35.0
1703,Sofienbergparken,2024-05-20 05:00:00+00:00,82.0,1.3,0.59,µg/m³,35.0,5.0,1.0,35.0
1704,Sofienbergparken,2024-05-20 06:00:00+00:00,81.0,0.13,0.61,µg/m³,35.0,1.0,1.0,35.0
1705,Sofienbergparken,2024-05-20 07:00:00+00:00,80.0,0.43,0.83,µg/m³,35.0,2.0,1.0,35.0
1706,Sofienbergparken,2024-05-20 08:00:00+00:00,79.0,0.29,1.3,µg/m³,34.0,1.0,1.0,34.0
1707,Sofienbergparken,2024-05-20 09:00:00+00:00,80.0,5.7,1.4,µg/m³,35.0,24.0,1.0,35.0
1708,Sofienbergparken,2024-05-20 10:00:00+00:00,80.0,5.3,1.6,µg/m³,35.0,22.0,2.0,35.0
1709,Sofienbergparken,2024-05-20 11:00:00+00:00,81.0,5.0,2.0,µg/m³,35.0,21.0,2.0,35.0
1710,Sofienbergparken,2024-05-20 12:00:00+00:00,81.0,0.92,1.0,µg/m³,35.0,4.0,1.0,35.0
1711,Sofienbergparken,2024-05-20 13:00:00+00:00,82.0,4.0,2.0,µg/m³,35.0,17.0,2.0,35.0
1712,Sofienbergparken,2024-05-20 14:00:00+00:00,81.0,3.1,2.0,µg/m³,35.0,13.0,2.0,35.0
1713,Sofienbergparken,2024-05-20 15:00:00+00:00,78.0,5.9,2.4,µg/m³,34.0,25.0,2.0,34.0
1714,Sofienbergparken,2024-05-20 16:00:00+00:00,78.0,5.2,2.9,µg/m³,34.0,22.0,3.0,34.0
1715,Sofienbergparken,2024-05-20 17:00:00+00:00,79.0,4.8,2.3,µg/m³,34.0,20.0,2.0,34.0
1716,Sofienbergparken,2024-05-20 18:00:00+00:00,81.0,3.4,3.0,µg/m³,35.0,14.0,3.0,35.0
1717,Sofienbergparken,2024-05-20 19:00:00+00:00,80.0,7.9,3.6,µg/m³,35.0,33.0,3.0,35.0
1718,Sofienbergparken,2024-05-20 20:00:00+00:00,79.0,5.3,4.6,µg/m³,34.0,22.0,4.0,34.0
1719,Sofienbergparken,2024-05-20 21:00:00+00:00,76.0,6.0,5.4,µg/m³,33.0,25.0,5.0,33.0
1720,Sofienbergparken,2024-05-20 22:00:00+00:00,75.0,4.7,4.7,µg/m³,32.0,20.0,4.0,32.0
1721,Sofienbergparken,2024-05-20 23:00:00+00:00,69.0,5.2,4.3,µg/m³,30.0,22.0,4.0,30.0
1722,Sofienbergparken,2024-05-21 00:00:00+00:00,52.0,5.9,5.0,µg/m³,22.0,25.0,5.0,25.0
1723,Sofienbergparken,2024-05-21 01:00:00+00:00,50.0,4.7,4.1,µg/m³,22.0,20.0,4.0,22.0
1724,Sofienbergparken,2024-05-21 02:00:00+00:00,53.0,3.6,3.4,µg/m³,23.0,15.0,3.0,23.0
1725,Sofienbergparken,2024-05-21 03:00:00+00:00,54.0,7.9,2.7,µg/m³,23.0,33.0,3.0,33.0
1726,Sofienbergparken,2024-05-21 04:00:00+00:00,52.0,2.8,4.0,µg/m³,22.0,12.0,4.0,22.0
1727,Sofienbergparken,2024-05-21 05:00:00+00:00,52.0,3.2,7.1,µg/m³,22.0,13.0,7.0,22.0
1728,Sofienbergparken,2024-05-21 06:00:00+00:00,64.0,5.1,9.8,µg/m³,28.0,21.0,9.0,28.0
1729,Sofienbergparken,2024-05-21 07:00:00+00:00,69.0,5.3,12.0,µg/m³,30.0,22.0,11.0,30.0
1730,Sofienbergparken,2024-05-21 08:00:00+00:00,71.0,4.9,14.0,µg/m³,31.0,20.0,13.0,31.0
1731,Sofienbergparken,2024-05-21 09:00:00+00:00,87.0,3.7,7.1,µg/m³,38.0,15.0,7.0,38.0
1732,Sofienbergparken,2024-05-21 10:00:00+00:00,87.0,4.8,5.1,µg/m³,38.0,20.0,5.0,38.0
1733,Sofienbergparken,2024-05-21 11:00:00+00:00,90.0,4.4,2.4,µg/m³,39.0,18.0,2.0,39.0
1734,Sofienbergparken,2024-05-21 12:00:00+00:00,88.0,4.7,2.3,µg/m³,38.0,20.0,2.0,38.0
1735,Sofienbergparken,2024-05-21 13:00:00+00:00,88.0,3.3,3.5,µg/m³,38.0,14.0,3.0,38.0
1736,Sofienbergparken,2024-05-21 14:00:00+00:00,90.0,4.8,3.4,µg/m³,39.0,20.0,3.0,39.0
1737,Sofienbergparken,2024-05-21 15:00:00+00:00,93.0,6.4,4.4,µg/m³,40.0,27.0,4.0,40.0
1738,Sofienbergparken,2024-05-21 16:00:00+00:00,93.0,6.3,4.6,µg/m³,40.0,26.0,4.0,40.0
1739,Sofienbergparken,2024-05-21 17:00:00+00:00,94.0,6.0,3.5,µg/m³,41.0,25.0,3.0,41.0
1740,Sofienbergparken,2024-05-21 18:00:00+00:00,94.0,6.8,2.2,µg/m³,41.0,28.0,2.0,41.0
1741,Sofienbergparken,2024-05-21 19:00:00+00:00,92.0,3.1,4.1,µg/m³,40.0,13.0,4.0,40.0
1742,Sofienbergparken,2024-05-21 20:00:00+00:00,89.0,5.5,5.2,µg/m³,39.0,23.0,5.0,39.0
1743,Sofienbergparken,2024-05-21 21:00:00+00:00,75.0,4.0,10.0,µg/m³,32.0,17.0,9.0,32.0
1744,Sofienbergparken,2024-05-21 22:00:00+00:00,62.0,8.6,14.0,µg/m³,27.0,36.0,13.0,36.0
1745,Sofienbergparken,2024-05-21 23:00:00+00:00,59.0,7.3,11.0,µg/m³,26.0,30.0,10.0,30.0
1746,Sofienbergparken,2024-05-22 00:00:00+00:00,61.0,4.8,3.6,µg/m³,26.0,20.0,3.0,26.0
1747,Sofienbergparken,2024-05-22 01:00:00+00:00,55.0,6.1,4.6,µg/m³,24.0,25.0,4.0,25.0
1748,Sofienbergparken,2024-05-22 02:00:00+00:00,57.0,5.5,4.9,µg/m³,25.0,23.0,5.0,25.0
1749,Sofienbergparken,2024-05-22 03:00:00+00:00,56.0,7.2,3.6,µg/m³,24.0,30.0,3.0,30.0
1750,Sofienbergparken,2024-05-22 04:00:00+00:00,53.0,3.8,3.5,µg/m³,23.0,16.0,3.0,23.0
1751,Sofienbergparken,2024-05-22 05:00:00+00:00,61.0,4.0,8.1,µg/m³,26.0,17.0,8.0,26.0
1752,Sofienbergparken,2024-05-22 06:00:00+00:00,73.0,6.4,7.3,µg/m³,32.0,27.0,7.0,32.0
1753,Sofienbergparken,2024-05-22 07:00:00+00:00,74.0,6.1,8.1,µg/m³,32.0,25.0,8.0,32.0
1754,Sofienbergparken,2024-05-22 08:00:00+00:00,77.0,0.45,7.2,µg/m³,33.0,2.0,7.0,33.0
1755,Sofienbergparken,2024-05-22 09:00:00+00:00,83.0,3.7,5.2,µg/m³,36.0,15.0,5.0,36.0
1756,Sofienbergparken,2024-05-22 10:00:00+00:00,220.0,4.3,5.4,µg/m³,194.0,18.0,5.0,194.0
1757,Sofienbergparken,2024-05-22 11:00:00+00:00,89.0,6.4,5.5,µg/m³,39.0,27.0,5.0,39.0
1758,Sofienbergparken,2024-05-22 12:00:00+00:00,90.0,3.9,3.5,µg/m³,39.0,16.0,3.0,39.0
1759,Sofienbergparken,2024-05-22 13:00:00+00:00,93.0,8.2,2.6,µg/m³,40.0,34.0,2.0,40.0
1760,Sofienbergparken,2024-05-22 14:00:00+00:00,92.0,4.0,5.2,µg/m³,40.0,17.0,5.0,40.0
1761,Sofienbergparken,2024-05-22 15:00:00+00:00,97.0,5.0,3.5,µg/m³,42.0,21.0,3.0,42.0
1762,Sofienbergparken,2024-05-22 16:00:00+00:00,100.0,7.3,3.6,µg/m³,43.0,30.0,3.0,43.0
1763,Sofienbergparken,2024-05-22 17:00:00+00:00,100.0,8.2,5.1,µg/m³,43.0,34.0,5.0,43.0
1764,Sofienbergparken,2024-05-22 18:00:00+00:00,100.0,7.0,7.0,µg/m³,43.0,29.0,7.0,43.0
1765,Sofienbergparken,2024-05-22 19:00:00+00:00,93.0,9.3,7.3,µg/m³,40.0,39.0,7.0,40.0
1766,Sofienbergparken,2024-05-22 20:00:00+00:00,93.0,8.0,5.0,µg/m³,40.0,33.0,5.0,40.0
1767,Sofienbergparken,2024-05-22 21:00:00+00:00,88.0,9.5,5.9,µg/m³,38.0,40.0,6.0,40.0
1768,Sofienbergparken,2024-05-22 22:00:00+00:00,74.0,11.0,12.0,µg/m³,32.0,46.0,11.0,46.0
1769,Sofienbergparken,2024-05-22 23:00:00+00:00,86.0,6.3,5.2,µg/m³,37.0,26.0,5.0,37.0
1770,Sofienbergparken,2024-05-23 00:00:00+00:00,91.0,8.3,1.8,µg/m³,39.0,35.0,2.0,39.0
1771,Sofienbergparken,2024-05-23 01:00:00+00:00,87.0,6.2,3.5,µg/m³,38.0,26.0,3.0,38.0
1772,Sofienbergparken,2024-05-23 02:00:00+00:00,87.0,5.7,2.3,µg/m³,38.0,24.0,2.0,38.0
1773,Sofienbergparken,2024-05-23 03:00:00+00:00,83.0,5.7,2.8,µg/m³,36.0,24.0,3.0,36.0
1774,Sofienbergparken,2024-05-23 04:00:00+00:00,80.0,7.2,2.8,µg/m³,35.0,30.0,3.0,35.0
1775,Sofienbergparken,2024-05-23 05:00:00+00:00,79.0,4.8,3.9,µg/m³,34.0,20.0,4.0,34.0
1776,Sofienbergparken,2024-05-23 06:00:00+00:00,76.0,5.4,5.8,µg/m³,33.0,23.0,5.0,33.0
1777,Sofienbergparken,2024-05-23 07:00:00+00:00,73.0,5.4,7.8,µg/m³,32.0,23.0,7.0,32.0
1778,Sofienbergparken,2024-05-23 08:00:00+00:00,74.0,6.7,5.5,µg/m³,32.0,28.0,5.0,32.0
1779,Sofienbergparken,2024-05-23 09:00:00+00:00,76.0,8.5,5.5,µg/m³,33.0,35.0,5.0,35.0
1780,Sofienbergparken,2024-05-23 10:00:00+00:00,81.0,4.8,5.6,µg/m³,35.0,20.0,5.0,35.0
1781,Sofienbergparken,2024-05-23 11:00:00+00:00,88.0,9.0,3.6,µg/m³,38.0,38.0,3.0,38.0
1782,Sofienbergparken,2024-05-23 12:00:00+00:00,90.0,9.0,4.3,µg/m³,39.0,38.0,4.0,39.0
1783,Sofienbergparken,2024-05-23 13:00:00+00:00,91.0,8.2,4.5,µg/m³,39.0,34.0,4.0,39.0
1784,Sofienbergparken,2024-05-23 14:00:00+00:00,94.0,10.0,4.0,µg/m³,41.0,42.0,4.0,42.0
1785,Sofienbergparken,2024-05-23 15:00:00+00:00,99.0,7.8,4.6,µg/m³,43.0,32.0,4.0,43.0
1786,Sofienbergparken,2024-05-23 16:00:00+00:00,110.0,8.8,4.1,µg/m³,48.0,37.0,4.0,48.0
1787,Sofienbergparken,2024-05-23 17:00:00+00:00,110.0,9.8,5.0,µg/m³,48.0,41.0,5.0,48.0
1788,Sofienbergparken,2024-05-23 18:00:00+00:00,100.0,11.0,5.3,µg/m³,43.0,46.0,5.0,46.0
1789,Sofienbergparken,2024-05-23 19:00:00+00:00,100.0,11.0,6.4,µg/m³,43.0,46.0,6.0,46.0
1790,Sofienbergparken,2024-05-23 20:00:00+00:00,100.0,10.0,6.3,µg/m³,43.0,42.0,6.0,43.0
1791,Sofienbergparken,2024-05-23 21:00:00+00:00,110.0,5.9,5.7,µg/m³,48.0,25.0,5.0,48.0
1792,Sofienbergparken,2024-05-23 22:00:00+00:00,100.0,5.7,5.0,µg/m³,43.0,24.0,5.0,43.0
1793,Sofienbergparken,2024-05-23 23:00:00+00:00,88.0,8.5,9.0,µg/m³,38.0,35.0,8.0,38.0
1794,Sofienbergparken,2024-05-24 00:00:00+00:00,84.0,5.2,8.4,µg/m³,36.0,22.0,8.0,36.0
1795,Sofienbergparken,2024-05-24 01:00:00+00:00,92.0,9.7,5.7,µg/m³,40.0,40.0,5.0,40.0
1796,Sofienbergparken,2024-05-24 02:00:00+00:00,91.0,8.9,3.0,µg/m³,39.0,37.0,3.0,39.0
1797,Sofienbergparken,2024-05-24 03:00:00+00:00,87.0,9.2,3.0,µg/m³,38.0,38.0,3.0,38.0
1798,Sofienbergparken,2024-05-24 04:00:00+00:00,85.0,11.0,3.0,µg/m³,37.0,46.0,3.0,46.0
1799,Sofienbergparken,2024-05-24 05:00:00+00:00,84.0,9.8,5.2,µg/m³,36.0,41.0,5.0,41.0
1800,Sofienbergparken,2024-05-24 06:00:00+00:00,76.0,11.0,10.0,µg/m³,33.0,46.0,9.0,46.0
1801,Sofienbergparken,2024-05-24 07:00:00+00:00,85.0,9.5,5.3,µg/m³,37.0,40.0,5.0,40.0
1802,Sofienbergparken,2024-05-24 08:00:00+00:00,86.0,8.0,5.2,µg/m³,37.0,33.0,5.0,37.0
1803,Sofienbergparken,2024-05-24 09:00:00+00:00,88.0,11.0,5.5,µg/m³,38.0,46.0,5.0,46.0
1804,Sofienbergparken,2024-05-24 10:00:00+00:00,89.0,8.5,5.5,µg/m³,39.0,35.0,5.0,39.0
